State,District
Uttar Pradesh Bijnor,Jalilpur
Uttar Pradesh Bijnor,Kiratpur
Uttar Pradesh Bijnor,Mohammedpur
Uttar Pradesh Bijnor,Najibabad
Uttar Pradesh Bijnor,Noorpur
Uttar Pradesh Bijnor Budhanpur,Seohara
Uttar Pradesh Bijnor Haldaur(Khari,Jhalu)
Uttar Pradesh Budaun,Mion
Uttar Pradesh Budaun,Sahaswan
Uttar Pradesh Budaun,Salarpur
Uttar Pradesh Budaun,Samrer
Uttar Pradesh Budaun Qadar,Chowk
Uttar Pradesh Bulandshahr,Anupshahr
Uttar Pradesh Bulandshahr,Araniya
Uttar Pradesh Bulandshahr,Bhawan
Uttar Pradesh Bulandshahr,Danpur
Uttar Pradesh Bulandshahr,Unchagaon
Uttar Pradesh Chandauli,Chahniya
Uttar Pradesh Chandauli,Niyamatabad
Uttar Pradesh Chitrakoot,Karwi
Uttar Pradesh Chitrakoot,Manikpur
Uttar Pradesh Chitrakoot,Pahari
Uttar Pradesh Deoria,Bankata
Uttar Pradesh Deoria,Bhaluani
Uttar Pradesh Deoria,Bhatni
Uttar Pradesh Deoria,Deoria
Uttar Pradesh Deoria,Gauri
Uttar Pradesh Deoria,Lar
Uttar Pradesh Deoria,Rudrapur
Uttar Pradesh Deoria Bankata,Parsiya
Uttar Pradesh Deoria Bhatpar,Rani
Uttar Pradesh Deoria Deoria,Sadar
Uttar Pradesh Deoria Desai,Deoria
Uttar Pradesh Deoria Gauri,Bazar
Uttar Pradesh Deoria Pathar,Dewa
Uttar Pradesh Deoria Rampur,Karkhana
Uttar Pradesh Etah,Nidhauli
Uttar Pradesh Etawah,Bharthana
Uttar Pradesh Etawah,Jaswantnagar
Uttar Pradesh Etawah,Mahewa
Uttar Pradesh Etawah,Takha
Uttar Pradesh Etawah Basrehar,Govt
Uttar Pradesh Farrukhabad,Kamalganj
Uttar Pradesh Fatehpur,Airayan
Uttar Pradesh Fatehpur,Khajuha
Uttar Pradesh Fatehpur,Malwan
Uttar Pradesh Firozabad Shikohabad,Bhura
Uttar Pradesh Gautam Buddha,Nagar
Uttar Pradesh Gautam Buddha Nagar Bisrakh,Sector
Uttar Pradesh Gautam Buddha Nagar Bisrakh Sector,Sixty
Uttar Pradesh Ghazipur,Bhadaura
Uttar Pradesh Ghazipur,Devkali
Uttar Pradesh Ghazipur,Jakhania
Uttar Pradesh Ghazipur,Sadat
Uttar Pradesh Ghazipur,Saidpur
Uttar Pradesh Ghazipur Saidpur,Bhole
Uttar Pradesh Gonda,Babhanjot
Uttar Pradesh Gonda,Belsar
Uttar Pradesh Gonda,Chhapia
Uttar Pradesh Gonda,Haldharmau
Uttar Pradesh Gonda,Jhanjhari
Uttar Pradesh Gonda,Katra
Uttar Pradesh Gonda,Wazirganj
Uttar Pradesh Gonda Katra,Bazar
Uttar Pradesh Gonda Pandri,Kripal
Uttar Pradesh Gonda Rupaideeh,Panchurki
Uttar Pradesh Gorakhpur,Barhalganj
Uttar Pradesh Gorakhpur,Campierganj
Uttar Pradesh Gorakhpur,Chargawan
Uttar Pradesh Gorakhpur,Jangal
Uttar Pradesh Gorakhpur,Kauri
Uttar Pradesh Gorakhpur,Khorabar
Uttar Pradesh Gorakhpur,Sahjanawa
Uttar Pradesh Gorakhpur,Uruwa
Uttar Pradesh Gorakhpur Jangal,Kaudia
Uttar Pradesh Gorakhpur Jangal Kaudia,Tola
Uttar Pradesh Hamirpur,Maudaha
Uttar Pradesh Hamirpur,Muskara
Uttar Pradesh Hamirpur,Rath
Uttar Pradesh Hamirpur,Sumerpur
Uttar Pradesh Hamirpur Maudaha,Nayakpurwa
Uttar Pradesh Hapur,Hapur
Uttar Pradesh Hapur Garh,Mukteshwar
Uttar Pradesh Hardoi,Bawan
Uttar Pradesh Hardoi,Behendar
Uttar Pradesh Hardoi,Bharkhani
Uttar Pradesh Hardoi,Pihani
Uttar Pradesh Hardoi Behendar,Dalel
Uttar Pradesh Hathras,Hasayan
Uttar Pradesh Hathras,Hathras
Uttar Pradesh Hathras,Sikandrarao
Uttar Pradesh Jalaun,Dakore
Uttar Pradesh Jalaun,Rampura
Uttar Pradesh Jaunpur,Jalal
Uttar Pradesh Jaunpur,Karanja
Uttar Pradesh Jaunpur,Khuthan
Uttar Pradesh Jaunpur,Machchali
Uttar Pradesh Jaunpur,Mariyahu
Uttar Pradesh Jaunpur,Mufti
Uttar Pradesh Jaunpur,Shah
Uttar Pradesh Jaunpur,Sikrara
Uttar Pradesh Jaunpur,Suitha
Uttar Pradesh Jaunpur,Sujan
Uttar Pradesh Jaunpur Badla,Pur
Uttar Pradesh Jaunpur Karanja,Kala
Uttar Pradesh Jaunpur Machchali,Shahar
Uttar Pradesh Jaunpur Maharaj,Ganj
Uttar Pradesh Jaunpur Mufti,Ganj
Uttar Pradesh Jaunpur Mungra,Badshah
Uttar Pradesh Jaunpur Mungra Badshah Pur,Mungra
Uttar Pradesh Jaunpur Shah,Ganj
Uttar Pradesh Jaunpur Shah Ganj,Takha
Uttar Pradesh Jaunpur Sujan,Ganj
Uttar Pradesh Jhansi,Badagaon
Uttar Pradesh Jhansi,Bamaur
Uttar Pradesh Kannauj,Talgram
Uttar Pradesh Kannauj Haseran Alam,Sai
Uttar Pradesh Kanpur,Dehat
Uttar Pradesh Kanpur,Nagar
Uttar Pradesh Kanpur Dehat,Rajpur
Uttar Pradesh Kanpur Dehat Akbarpur,Bara
Uttar Pradesh Kanpur Nagar,Bilhaur
Uttar Pradesh Kanpur Nagar,Kalyanpur
Uttar Pradesh Kanpur Nagar Kalyanpur,Chitra
Uttar Pradesh Kasganj,Ganj
Uttar Pradesh Kasganj,Kasganj
Uttar Pradesh Kasganj,Patiyali
Uttar Pradesh Kasganj,Soron
Uttar Pradesh Kasganj Ganj,Dundwara
Uttar Pradesh Kaushambi,Kaushambi
Uttar Pradesh Kaushambi,Nevada
Uttar Pradesh Kheri,Bijuwa
Uttar Pradesh Kheri,Lakhimpur
Uttar Pradesh Kheri,Mitauli
Uttar Pradesh Kheri,Nighasan
Uttar Pradesh Kheri,Palia
Uttar Pradesh Kheri,Pasgawan
Uttar Pradesh Kheri,Phoolbehar
Uttar Pradesh Kheri,Ramia
Uttar Pradesh Kheri Bankeyganj,Krishi
Uttar Pradesh Kushinagar,Dudhahi
Uttar Pradesh Kushinagar,Fazilnagar
Uttar Pradesh Kushinagar,Hata
Uttar Pradesh Kushinagar,Khadda
Uttar Pradesh Kushinagar,Nebua
Uttar Pradesh Kushinagar,Padrauna
Uttar Pradesh Kushinagar,Seorahi
Uttar Pradesh Kushinagar,Tamkuhiraj
Uttar Pradesh Kushinagar,Vishunpura
Uttar Pradesh Lalitpur,Birdha
Uttar Pradesh Lalitpur,Jakhaura
Uttar Pradesh Lalitpur,Mehroni
Uttar Pradesh Lalitpur,Talbehat
Uttar Pradesh Lucknow,Bakshi-Ka-Talab
Uttar Pradesh Lucknow,Chinhat
Uttar Pradesh Lucknow,Gosaiganj
Uttar Pradesh Lucknow,Kakori
Uttar Pradesh Lucknow,Malihabad
Uttar Pradesh Lucknow,Mohanlalganj
Uttar Pradesh Lucknow,Sarojaninagar
Uttar Pradesh Lucknow Bakshi-Ka-Talab,Bakshi
Uttar Pradesh Lucknow Chinhat,Lu
Uttar Pradesh Lucknow Chinhat,Mahanagar
Uttar Pradesh Lucknow Mal,Aat
Uttar Pradesh Lucknow Sarojaninagar,River
Uttar Pradesh Mahoba,Jaitpur
Uttar Pradesh Mahrajganj,Lakshmipur
Uttar Pradesh Mahrajganj,Mithaura
Uttar Pradesh Mahrajganj,Nautanwa
Uttar Pradesh Mahrajganj,Paniyara
Uttar Pradesh Mahrajganj,Partawal
Uttar Pradesh Mahrajganj,Siswa
Uttar Pradesh Mahrajganj Nichlaul,Hanumanganj
Uttar Pradesh Mahrajganj Partawal,Pharenda
Uttar Pradesh Mainpuri,Barnahal
Uttar Pradesh Mainpuri,Kishni
Uttar Pradesh Mainpuri,Mainpuri
Uttar Pradesh Mathura,Baldeo
Uttar Pradesh Mathura,Farah
Uttar Pradesh Mathura,Govardhan
Uttar Pradesh Mathura Farah,Nagra
Uttar Pradesh Mau,Badraon
Uttar Pradesh Mau,Dohri
Uttar Pradesh Mau,Fatehpur
Uttar Pradesh Mau Pardaha,Mau
Uttar Pradesh Meerut,Daurala
Uttar Pradesh Meerut,Janikhurd
Uttar Pradesh Meerut,Machra
Uttar Pradesh Meerut,Mawana
Uttar Pradesh Meerut,Meerut
Uttar Pradesh Meerut,Parikshitgarh
Uttar Pradesh Meerut Mawana,Kalan
Uttar Pradesh Mirzapur,Jamalpur
Uttar Pradesh Mirzapur,Nagar
Uttar Pradesh Moradabad,Bhagatpur
Uttar Pradesh Moradabad,Kundarki
Uttar Pradesh Moradabad Munda,Pandey
Uttar Pradesh Moradabad Munda Pandey,Milak
Uttar Pradesh Muzaffarnagar,Charthawal
Uttar Pradesh Pilibhit,Bisalpur
Uttar Pradesh Pilibhit,Lalaurikhera
Uttar Pradesh Pilibhit,Puranpur
Uttar Pradesh Pratapgarh,Aspur
Uttar Pradesh Pratapgarh,Babaganj
Uttar Pradesh Pratapgarh,Bihar
Uttar Pradesh Pratapgarh,Kunda
Uttar Pradesh Pratapgarh,Pratapgarh
Uttar Pradesh Pratapgarh,Rampur
Uttar Pradesh Pratapgarh,Sandwa
Uttar Pradesh Pratapgarh Aspur,Deosara
Uttar Pradesh Pratapgarh Rampur,Sanramgarh
Uttar Pradesh Pratapgarh Sandwa,Chandrika
Uttar Pradesh Prayagraj,Chaka
Uttar Pradesh Prayagraj,Jasra
Uttar Pradesh Prayagraj,Karchhana
Uttar Pradesh Prayagraj,Kaurihar
Uttar Pradesh Prayagraj,Koraon
Uttar Pradesh Prayagraj,Manda
Uttar Pradesh Prayagraj,Shankargarh
Uttar Pradesh Rae,Bareli
Uttar Pradesh Rae Bareli,Amawan
Uttar Pradesh Rae Bareli,Bachharawan
Uttar Pradesh Rae Bareli,Dih
Uttar Pradesh Rae Bareli,Lalganj
Uttar Pradesh Rae Bareli,Mahrajganj
Uttar Pradesh Rae Bareli,Rahi
Uttar Pradesh Rae Bareli,Shivgarh
Uttar Pradesh Rae Bareli Amawan,Dhonda
Uttar Pradesh Rae Bareli Dalmau,Purelal
Uttar Pradesh Rae Bareli Rohania New,Sabji
Uttar Pradesh Rae Bareli Shivgarh,Kumbhi
Uttar Pradesh Rampur,Bilaspur
Uttar Pradesh Rampur,Milak
Uttar Pradesh Rampur,Saidnagar
Uttar Pradesh Rampur Suar,Khempur
Uttar Pradesh Saharanpur,Muzaffarabad
Uttar Pradesh Saharanpur,Nagal
Uttar Pradesh Saharanpur,Nakur
Uttar Pradesh Saharanpur,Rampur
Uttar Pradesh Saharanpur,Sadauli
Uttar Pradesh Saharanpur Muzaffarabad,Tanda
Uttar Pradesh Saharanpur Sadauli,Qadeem
Uttar Pradesh Sambhal,Asmauli
Uttar Pradesh Sambhal,Bahjoi
Uttar Pradesh Sambhal,Junawai
Uttar Pradesh Sambhal,Sambhal
Uttar Pradesh Sambhal Gunnaur,Baburam
Uttar Pradesh Sambhal Gunnaur,Dhanari
Uttar Pradesh Sant Kabir,Nagar
Uttar Pradesh Sant Kabir Nagar,Belhar
Uttar Pradesh Sant Kabir Nagar,Hainsar
Uttar Pradesh Sant Kabir Nagar,Pauli
Uttar Pradesh Sant Kabir Nagar,Santha
Uttar Pradesh Shahjahanpur,Banda
Uttar Pradesh Shahjahanpur,Bhawal
Uttar Pradesh Shahjahanpur,Jaitipur
Uttar Pradesh Shamli,Thana
Uttar Pradesh Shamli Thana,Bhawan
Uttar Pradesh Shrawasti,Ekona
Uttar Pradesh Shrawasti,Hariharpur
Uttar Pradesh Shrawasti,Jamunaha
Uttar Pradesh Shrawasti Hariharpur,Rani
Uttar Pradesh Siddharthnagar,Itwa
Uttar Pradesh Siddharthnagar,Khesraha
Uttar Pradesh Siddharthnagar Barhni,Barhni
Uttar Pradesh Sitapur,Biswan
Uttar Pradesh Sitapur,Kasmanda
Uttar Pradesh Sitapur,Mahmudabad
Uttar Pradesh Sitapur,Maholi
Uttar Pradesh Sitapur,Misrikh
Uttar Pradesh Sitapur,Rampur
Uttar Pradesh Sitapur,Sidhauli
Uttar Pradesh Sitapur Parsendi,Amora
Uttar Pradesh Sitapur Rampur,Mathura
Uttar Pradesh Sonbhadra,Chopan
Uttar Pradesh Sonbhadra,Ghorawal
Uttar Pradesh Sultanpur,Akhand
Uttar Pradesh Sultanpur,Baldirai
Uttar Pradesh Sultanpur,Bhadaiya
Uttar Pradesh Sultanpur,Dostpur
Uttar Pradesh Sultanpur,Jaisinghpur
Uttar Pradesh Sultanpur,Kadipur
Uttar Pradesh Sultanpur,Kurebhar
Uttar Pradesh Sultanpur,Kurwar
Uttar Pradesh Sultanpur,Lambhua
Uttar Pradesh Sultanpur,P.P.Kamaicha
Uttar Pradesh Sultanpur Akhand,Nagar
Uttar Pradesh Sultanpur P.P.Kamaicha,Pratap
Uttar Pradesh Sultanpur P.P.Kamaicha Pratap,Pur
Uttar Pradesh Unnao,Asoha
Uttar Pradesh Unnao,Bangarmau
Uttar Pradesh Unnao,Bighapur
Uttar Pradesh Unnao,Ganj
Uttar Pradesh Unnao,Purwa
Uttar Pradesh Unnao,Safipur
Uttar Pradesh Unnao,Sikandarpur
Uttar Pradesh Unnao,Sumerpur
Uttar Pradesh Unnao Fatehpur,Chaurasi
Uttar Pradesh Unnao Fatehpur Chaurasi Fatehpur,Chaurasi
Uttar Pradesh Unnao Ganj,Moradabad
Uttar Pradesh Unnao Sikandarpur,Karan
Uttar Pradesh Varanasi,Kashi
Uttarakhand,Almora
Uttarakhand,Bageshwar
Uttarakhand,Chamoli
Uttarakhand,Champawat
Uttarakhand,Dehradun
Uttarakhand,Haridwar
Uttarakhand,Nainital
Uttarakhand,Pithoragarh
Uttarakhand Almora,Bhaisiya
Uttarakhand Almora,Chaukhutiya
Uttarakhand Almora,Takula
Uttarakhand Almora,Tarikhet
Uttarakhand Bageshwar,Bageshwar
Uttarakhand Bageshwar Bageshwar,Gair
Uttarakhand Chamoli,Joshimath
Uttarakhand Champawat,Champawat
Uttarakhand Champawat,Pati
Uttarakhand Dehradun,Doiwala
Uttarakhand Dehradun,Raipur
Uttarakhand Dehradun,Vikasnagar
Uttarakhand Dehradun Chakrata,Sainjh
Uttarakhand Dehradun Sahaspur,Nanda
Uttarakhand Haridwar,Bahadrabad
Uttarakhand Haridwar,Bhagwanpur
Uttarakhand Haridwar,Narsan
Uttarakhand Haridwar,Roorkee
Uttarakhand Nainital,Bhimtal
Uttarakhand Nainital,Haldwani
Uttarakhand Nainital,Ramnagar
Uttarakhand Pauri,Garhwal
Uttarakhand Pauri Garhwal,Rikhnikhal
Uttarakhand Pithoragarh,Munakot
Uttarakhand Pithoragarh,Munsyari
Uttarakhand Pithoragarh Gangolihat,Cham
Uttarakhand Rudra,Prayag
Uttarakhand Tehri,Garhwal
Uttarakhand Tehri Garhwal,Chamba
Uttarakhand Tehri Garhwal,Kirtinagar
Uttarakhand Tehri Garhwal,Narendra
Uttarakhand Tehri Garhwal,Thauldhar
Uttarakhand Tehri Garhwal Bhilangna,Holta
Uttarakhand Udam Singh,Nagar
Uttarakhand Udam Singh Nagar,Bajpur
Uttarakhand Udam Singh Nagar,Gadarpur
Uttarakhand Udam Singh Nagar,Jaspur
Uttarakhand Udam Singh Nagar,Kashipur
Uttarakhand Udam Singh Nagar,Rudrapur
Uttarakhand Udam Singh Nagar,Sitarganj
Uttarakhand Uttar,Kashi
Uttarakhand Uttar Kashi,Bhatwari
West Bengal,Alipurduar
West Bengal,Bankura
West Bengal,Birbhum
West Bengal,Darjeeling
West Bengal,Hooghly
West Bengal,Howrah
West Bengal,Jalpaiguri
West Bengal,Jhargram
West Bengal,Kalimpong
West Bengal,Kolkata
West Bengal,Malda
West Bengal,Murshidabad
West Bengal,Nadia
West Bengal,Purulia
West Bengal Alipurduar,Alipurduar-Ii
West Bengal Alipurduar,Kumargram
West Bengal Alipurduar,Madarihat
West Bengal Alipurduar Kalchini,Millpara
West Bengal Alipurduar Kalchini,Raja
West Bengal Alipurduar Madarihat,Madhya
West Bengal Bankura,Bankura-I
West Bengal Bankura,Bankura-Ii
West Bengal Bankura,Gangajal
West Bengal Bankura,Indus
West Bengal Bankura,Jaypur
West Bengal Bankura,Kotulpur
West Bengal Bankura,Patrasayer
West Bengal Bankura,Ranibundh
West Bengal Bankura,Sarenga
West Bengal Bankura,Sonamukhi
West Bengal Bankura,Taldangra
West Bengal Bankura,Vishnupur
West Bengal Bankura Gangajal,Ghati
West Bengal Bankura Vishnupur,Bishnupur
West Bengal Bankura Vishnupur Hereparlat,Forest
West Bengal Birbhum,Bolpur-Sriniketan
West Bengal Birbhum,Dubrajpur
West Bengal Birbhum,Illambazar
West Bengal Birbhum,Labpur
West Bengal Birbhum,Mohammad
West Bengal Birbhum,Rajnagar
West Bengal Birbhum,Rampurhat-I
West Bengal Birbhum,Suri-I
West Bengal Birbhum Bolpur-Sriniketan Bolpur,(Pwd
West Bengal Birbhum Dubrajpur,Sahapur
West Bengal Birbhum Illambazar,Batikar
West Bengal Birbhum Mohammad,Bazar
West Bengal Birbhum Sainthia,Sainthia
West Bengal Cooch,Behar
West Bengal Cooch Behar,Coochbehar
West Bengal Cooch Behar,Dinhata-Ii
West Bengal Cooch Behar,Mathabhanga
West Bengal Cooch Behar,Mekliganj
West Bengal Cooch Behar,Sitai
West Bengal Cooch Behar,Sitalkuchi
West Bengal Cooch Behar,Tufanganj-I
West Bengal Cooch Behar,Tufanganj-Ii
West Bengal Cooch Behar Cooch,Behar
West Bengal Cooch Behar Cooch Behar,Ii
West Bengal Cooch Behar Coochbehar I,Uttar
West Bengal Cooch Behar Mathabhanga,Ii
West Bengal Cooch Behar Sitalkuchi,Bara
West Bengal Dakshin,Dinajpur
West Bengal Dakshin Dinajpur,Gangarampur
West Bengal Dakshin Dinajpur,Harirampur
West Bengal Dakshin Dinajpur,Hili
West Bengal Dakshin Dinajpur,Kushmandi
West Bengal Dakshin Dinajpur,Tapan
West Bengal Dakshin Dinajpur Balurghat,Mahinagar
West Bengal Dakshin Dinajpur Bansihari,Daulatpur
West Bengal Dakshin Dinajpur Bansihari,Patharghata
West Bengal Dakshin Dinajpur Kumarganj,Balurghat
West Bengal Darjeeling,Kharibari
West Bengal Darjeeling,Mirik
West Bengal Darjeeling,Naxal
West Bengal Darjeeling,Phansidewa
West Bengal Darjeeling Matigara,Siliguri
West Bengal Darjeeling Phansidewa,Gangaram
West Bengal Darjeeling Phansidewa,Gayaganga
West Bengal Darjeeling Phansidewa,Kalaram
West Bengal Darjeeling Phansidewa Tuta,Pakri
West Bengal Hooghly,Balagarh
West Bengal Hooghly,Chinsurah-Magrah
West Bengal Hooghly,Goghat-I
West Bengal Hooghly,Pandua
West Bengal Hooghly,Sirampur-Uttarpara
West Bengal Hooghly Balagarh,Bakipur
West Bengal Hooghly Chanditala-Ii,Chanditala
West Bengal Howrah,Bagnan-I
West Bengal Howrah,Bagnan-Ii
West Bengal Howrah,Bally-Jagacha
West Bengal Howrah,Shyampur-I
West Bengal Howrah,Shyampur-Ii
West Bengal Howrah,Uluberia-I
West Bengal Jalpaiguri,Dhupguri
West Bengal Jalpaiguri,Jalpaiguri
West Bengal Jalpaiguri,Mal
West Bengal Jalpaiguri,Maynaguri
West Bengal Jalpaiguri,Nagrakata
West Bengal Jalpaiguri,Rajganj
West Bengal Jalpaiguri Dhupguri,Gilandi
West Bengal Jalpaiguri Jalpaiguri,Belakoba
West Bengal Jalpaiguri Jalpaiguri,Purba
West Bengal Jalpaiguri Jalpaiguri Panda,Para
West Bengal Jalpaiguri Maynaguri,Bolbari
West Bengal Jalpaiguri Maynaguri,Votpatty
West Bengal Jhargram,Binpur-Ii
West Bengal Jhargram,Sankrail
West Bengal Jhargram Gopiballav,Pur
West Bengal Jhargram Gopiballav Pur,#NAME?
West Bengal Jhargram Jambani,Parihati
West Bengal Jhargram Nayagram,Nayagram
West Bengal Kolkata,Kolkata
West Bengal Kolkata Kolkata,Fort
West Bengal Kolkata Kolkata Ia,Park
West Bengal Malda,Bamongola
West Bengal Malda,Chanchal-I
West Bengal Malda,Chanchal-Ii
West Bengal Malda,English
West Bengal Malda,Harishchandrapur-Ii
West Bengal Malda,Kaliachak-I
West Bengal Malda,Kaliachak-Ii
West Bengal Malda,Kaliachak-Iii
West Bengal Malda,Manikchak
West Bengal Malda,Old
West Bengal Malda,Ratua-I
West Bengal Malda Bamongola,Bamangola
West Bengal Malda Chanchal-Ii,Ratanpur
West Bengal Malda English,Bazar
West Bengal Malda English Bazar,Choto
West Bengal Malda Gazole Pandua,A.K.
West Bengal Malda Habibpur,Jhin
West Bengal Malda Kaliachak-I,Khaschandpur
West Bengal Malda Manikchak,Mohana
West Bengal Malda Old,Malda
West Bengal Malda Old Malda,Fatepur
West Bengal Malda Old Malda,Mangalbari
West Bengal Murshidabad,Beldanga-I
West Bengal Murshidabad,Beldanga-Ii
West Bengal Murshidabad,Berhampore
West Bengal Murshidabad,Bharatpur-I
West Bengal Murshidabad,Bharatpur-Ii
West Bengal Murshidabad,Burwan
West Bengal Murshidabad,Domkal
West Bengal Murshidabad,Kandi
West Bengal Murshidabad,Nabagram
West Bengal Murshidabad,Raninagar-I
West Bengal Murshidabad,Raninagar-Ii
West Bengal Murshidabad,Sagardighi
West Bengal Murshidabad,Shamsherganj
West Bengal Murshidabad Farakka,Arjunpur
West Bengal Murshidabad Khargram,Sherpur
West Bengal Murshidabad Nabagram,Gurah
West Bengal Murshidabad Raghunathganj-I,Mirzapur
West Bengal Murshidabad Raghunathganj-Ii,Tehghari-Rampura
West Bengal Murshidabad Sagardighi,Megha
West Bengal Nadia,Chapra
West Bengal Nadia,Haringhata
West Bengal Nadia,Kaliganj
West Bengal Nadia,Karimpur-1
West Bengal Nadia,Karimpur-Ii
West Bengal Nadia,Krishnaganj
West Bengal Nadia,Krishnagar-I
West Bengal Nadia,Krishnagar-Ii
West Bengal Nadia,Nabadwip
West Bengal Nadia,Nakashipara
West Bengal Nadia,Ranaghat-I
West Bengal Nadia,Ranaghat-Ii
West Bengal Nadia,Tehatta-Ii
West Bengal Nadia Ranaghat-Ii,Khoshalpur
West Bengal Nadia Santipur,Sutragarh
West Bengal Nadia Tehatta-Ii,Chhota
West Bengal North 24,Parganas
West Bengal North 24 Parganas,Amdanga
West Bengal North 24 Parganas,Barasat-Ii
West Bengal North 24 Parganas,Barrackpur-I
West Bengal North 24 Parganas,Barrackpur-Ii
West Bengal North 24 Parganas,Basirhat-Ii
West Bengal North 24 Parganas,Bongaon
West Bengal North 24 Parganas,Deganga
West Bengal North 24 Parganas,Gaighata
West Bengal North 24 Parganas,Habra-Ii
West Bengal North 24 Parganas,Haroa
West Bengal North 24 Parganas,Hingalganj
West Bengal North 24 Parganas,Minakhan
West Bengal North 24 Parganas,Rajarhat
West Bengal North 24 Parganas,Sandeshkhali-I
West Bengal North 24 Parganas Amdanga,Moricha
West Bengal North 24 Parganas Amdanga Sirasini,More
West Bengal North 24 Parganas Bagda,Netaji
West Bengal North 24 Parganas Bongaon,Jayantipur
West Bengal North 24 Parganas Gaighata,Thakurnagar
West Bengal North 24 Parganas Habra-I,Kochua
West Bengal North 24 Parganas Rajarhat,I
West Bengal North 24 Parganas Rajarhat Gopalpur,(Bablatala
West Bengal Paschim,Bardhaman
West Bengal Paschim,Medinipur
West Bengal Paschim Bardhaman,Barabani
West Bengal Paschim Bardhaman,Kanksa
West Bengal Paschim Bardhaman,Ondal
West Bengal Paschim Bardhaman,Salanpur
West Bengal Paschim Bardhaman Faridpur,-
West Bengal Paschim Bardhaman Faridpur -,Durgapur
West Bengal Paschim Bardhaman Faridpur - Durgapur,Piala
West Bengal Paschim Bardhaman Jamuria,Dobrana
West Bengal Paschim Bardhaman Kanksa,Kanksa
West Bengal Paschim Bardhaman Salanpur,Ethora
West Bengal Paschim Medinipur,Chandrakona-Ii
West Bengal Paschim Medinipur,Dantan-I
West Bengal Paschim Medinipur,Daspur-I
West Bengal Paschim Medinipur,Daspur-Ii
West Bengal Paschim Medinipur,Garbeta-Iii
West Bengal Paschim Medinipur,Keshiary
West Bengal Paschim Medinipur,Kharagpur-I
West Bengal Paschim Medinipur,Midnapore
West Bengal Paschim Medinipur,Narayangarh
West Bengal Paschim Medinipur Chandrakona-Ii,Shamnagar
West Bengal Paschim Medinipur Garbeta-Iii,Raskunda
West Bengal Paschim Medinipur Kharagpur-Ii,Kharagpur-Ii
West Bengal Paschim Medinipur Midnapore,Bellia
West Bengal Paschim Medinipur Pingla,Jalchak
West Bengal Purba,Bardhaman
West Bengal Purba,Medinipur
West Bengal Purba Bardhaman,Ausgram-Ii
West Bengal Purba Bardhaman,Bhatar
West Bengal Purba Bardhaman,Burdwan-Ii
West Bengal Purba Bardhaman,Galsi
West Bengal Purba Bardhaman,Galsi-Ii
West Bengal Purba Bardhaman,Jamal
West Bengal Purba Bardhaman,Kalna
West Bengal Purba Bardhaman,Katwa-I
West Bengal Purba Bardhaman,Katwa-Ii
West Bengal Purba Bardhaman,Ketugram-Ii
West Bengal Purba Bardhaman,Ketugram_I
West Bengal Purba Bardhaman,Khandaghosh
West Bengal Purba Bardhaman,Memari-1
West Bengal Purba Bardhaman,Purbasthali-I
West Bengal Purba Bardhaman,Raina-Ii
West Bengal Purba Bardhaman Burdwan-I,Burdwan
West Bengal Purba Bardhaman Galsi,#NAME?
West Bengal Purba Bardhaman Jamal,Pur
West Bengal Purba Bardhaman Kalna,Ii
West Bengal Purba Medinipur,Bhagawanpur-I
West Bengal Purba Medinipur,Egra-I
West Bengal Purba Medinipur,Haldia
West Bengal Purba Medinipur,Khejuri-Ii
West Bengal Purba Medinipur,Nandakumar
West Bengal Purba Medinipur,Nandigram-Ii
West Bengal Purba Medinipur,Patashpur-I
West Bengal Purba Medinipur,Patashpur-Ii
West Bengal Purba Medinipur,Ramnagar-Ii
West Bengal Purba Medinipur,Shahid
West Bengal Purba Medinipur,Sutahata
West Bengal Purba Medinipur Contai-Iii,Panchayat
West Bengal Purba Medinipur Contai-Iii Contai,I
West Bengal Purba Medinipur Egra-Ii,Nijkasba
West Bengal Purba Medinipur Haldia Sbstc,Haldia
West Bengal Purba Medinipur Khejuri-Ii,Sher
West Bengal Purba Medinipur Moyna,Dakshin
West Bengal Purba Medinipur Moyna,Mayna
West Bengal Purba Medinipur Ramnagar-I Ramnagar,I
West Bengal Purulia,Arsha
West Bengal Purulia,Barabazar
West Bengal Purulia,Hura
West Bengal Purulia,Kashipur
West Bengal Purulia,Para
West Bengal Purulia,Raghunath
West Bengal Purulia Jaipur,Joypur
West Bengal South 24,Parganas
West Bengal South 24 Parganas,Baruipur
West Bengal South 24 Parganas,Basanti
West Bengal South 24 Parganas,Budge
West Bengal South 24 Parganas,Canning-I
West Bengal South 24 Parganas,Falta
West Bengal South 24 Parganas,Gosaba
West Bengal South 24 Parganas,Jaynagar-I
West Bengal South 24 Parganas,Jaynagar-Ii
West Bengal South 24 Parganas,Kak
West Bengal South 24 Parganas,Kultali
West Bengal South 24 Parganas,Magra
West Bengal South 24 Parganas,Mandirbazar
West Bengal South 24 Parganas,Mathurapur
West Bengal South 24 Parganas,Namkhana
West Bengal South 24 Parganas,Pathar
West Bengal South 24 Parganas,Sagar
West Bengal South 24 Parganas Baruipur Uttar,Hajipur
West Bengal South 24 Parganas Bishnupur-I,Panakua
West Bengal South 24 Parganas Bishnupur-Ii Barnali,Sangha
West Bengal South 24 Parganas Budge,Budge-I
West Bengal South 24 Parganas Budge Budge-Ii,Birla
West Bengal South 24 Parganas Diamond,Harbour-I
